"id","especie","altura","circ_tronco_cm","diametro_tronco","seccion","nombre_seccion","inclinacion_peligrosa"
23610,"Acer","Medio (4 - 8 mts)",77,"Grande",2,"Barrio Civico",0
12176,"Morera","Alto (> 8 mts)",183,"Grande",6,"Residencial Norte",0
41670,"Morera","Alto (> 8 mts)",151,"Grande",1,"Parque Central",0
27524,"Morera","Alto (> 8 mts)",130,"Grande",3,"Parque O'Higgins",0
8814,"Fresno europeo","Medio (4 - 8 mts)",50,"Mediano",6,"Residencial Norte",0
10804,"Morera","Bajo (2 - 4 mts)",22,"Mediano",7,"Residencial Parque",0
27229,"Morera","Medio (4 - 8 mts)",145,"Grande",3,"Parque O'Higgins",0
16117,"Caducifolio","Bajo (2 - 4 mts)",18,"Chico",6,"Residencial Norte",0
11863,"Paraiso","Bajo (2 - 4 mts)",44,"Mediano",6,"Residencial Norte",0
34194,"Morera","Medio (4 - 8 mts)",110,"Grande",6,"Residencial Norte",0
13343,"Fresno europeo","Alto (> 8 mts)",200,"Grande",4,"Cuarta Oeste",0
13783,"Paraiso","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",0
4407,"Morera","Medio (4 - 8 mts)",33,"Mediano",4,"Cuarta Oeste",0
7566,"Fresno europeo","Muy bajo (1 - 2 mts)",16,"Chico",5,"Residencial Sur",0
16380,"lamo blanco","Alto (> 8 mts)",320,"Grande",4,"Cuarta Oeste",0
32933,"Paraiso","Alto (> 8 mts)",120,"Grande",5,"Residencial Sur",0
27974,"Fresno europeo","Alto (> 8 mts)",158,"Grande",3,"Parque O'Higgins",0
32642,"Morera","Alto (> 8 mts)",135,"Grande",5,"Residencial Sur",0
18419,"Olmo comun","Medio (4 - 8 mts)",70,"Grande",4,"Cuarta Oeste",0
37858,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",0
14313,"Fresno americano","Bajo (2 - 4 mts)",22,"Mediano",8,"Aeroparque",0
32192,"Fresno europeo","Medio (4 - 8 mts)",110,"Grande",5,"Residencial Sur",0
43265,"Pltano","Alto (> 8 mts)",280,"Grande",1,"Parque Central",0
34518,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",0
7718,"Morera","Medio (4 - 8 mts)",110,"Grande",5,"Residencial Sur",0
4783,"Liquidambar","Bajo (2 - 4 mts)",15,"Chico",4,"Cuarta Oeste",0
25069,"Fresno europeo","Medio (4 - 8 mts)",68,"Grande",2,"Barrio Civico",0
21203,"Morera","Alto (> 8 mts)",112,"Grande",5,"Residencial Sur",0
32282,"Fresno europeo","Alto (> 8 mts)",160,"Grande",5,"Residencial Sur",0
38955,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
36932,"Olmo comun","Medio (4 - 8 mts)",57,"Mediano",7,"Residencial Parque",0
18147,"Fresno europeo","Medio (4 - 8 mts)",128,"Grande",4,"Cuarta Oeste",0
28141,"Morera","Medio (4 - 8 mts)",52,"Mediano",2,"Barrio Civico",0
15020,"Jacarand","Bajo (2 - 4 mts)",28,"Mediano",8,"Aeroparque",0
40382,"Olmo comun","Alto (> 8 mts)",70,"Grande",1,"Parque Central",0
43594,"Acacia SP","Alto (> 8 mts)",150,"Grande",3,"Parque O'Higgins",0
15331,"Paraiso","Bajo (2 - 4 mts)",30,"Mediano",6,"Residencial Norte",0
39041,"Paraiso","Medio (4 - 8 mts)",110,"Grande",6,"Residencial Norte",0
12332,"Morera","Alto (> 8 mts)",175,"Grande",6,"Residencial Norte",0
4865,"Morera","Alto (> 8 mts)",135,"Grande",4,"Cuarta Oeste",0
36056,"Morera","Alto (> 8 mts)",95,"Grande",6,"Residencial Norte",0
39655,"Morera","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",0
6874,"Morera","Alto (> 8 mts)",160,"Grande",5,"Residencial Sur",0
3805,"Jacarand","Medio (4 - 8 mts)",65,"Grande",4,"Cuarta Este 햨rea Fundacional",0
44849,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",4,"Cuarta Este 햨rea Fundacional",0
44342,"Fresno europeo","Muy bajo (1 - 2 mts)",6,"Chico",3,"Parque O'Higgins",0
24112,"Fresno europeo","Alto (> 8 mts)",130,"Grande",2,"Barrio Civico",0
43239,"Morera","Alto (> 8 mts)",160,"Grande",1,"Parque Central",0
39429,"Paraiso","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",0
15992,"Braquiquito","Alto (> 8 mts)",132,"Grande",4,"Cuarta Oeste",0
38151,"Ligustro","Medio (4 - 8 mts)",109,"Grande",6,"Residencial Norte",0
40456,"Pltano","Alto (> 8 mts)",200,"Grande",1,"Parque Central",0
1702,"Acacia SP","Alto (> 8 mts)",50,"Mediano",7,"Residencial Parque",0
29780,"Morera","Alto (> 8 mts)",210,"Grande",2,"Barrio Civico",0
21975,"Morera","Alto (> 8 mts)",140,"Grande",5,"Residencial Sur",0
47534,"Morera","Alto (> 8 mts)",155,"Grande",4,"Cuarta Este 햨rea Fundacional",0
1459,"Fresno europeo","Muy bajo (1 - 2 mts)",35,"Mediano",7,"Residencial Parque",0
33924,"Morera","Medio (4 - 8 mts)",110,"Grande",1,"Parque Central",0
19233,"Paraiso","Medio (4 - 8 mts)",36,"Mediano",4,"Cuarta Oeste",0
26045,"Morera","Medio (4 - 8 mts)",104,"Grande",3,"Parque O'Higgins",0
6193,"Pltano","Alto (> 8 mts)",162,"Grande",3,"Parque O'Higgins",0
1998,"Morera","Medio (4 - 8 mts)",28,"Mediano",3,"Parque O'Higgins",0
33086,"Pltano","Alto (> 8 mts)",125,"Grande",5,"Residencial Sur",0
35605,"Fresno europeo","Medio (4 - 8 mts)",40,"Mediano",6,"Residencial Norte",0
3651,"Morera","Bajo (2 - 4 mts)",46,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
29350,"Pltano","Alto (> 8 mts)",195,"Grande",1,"Parque Central",0
26674,"Morera","Alto (> 8 mts)",150,"Grande",3,"Parque O'Higgins",0
47968,"Morera","Medio (4 - 8 mts)",285,"Grande",4,"Cuarta Este 햨rea Fundacional",0
45047,"Morera","Medio (4 - 8 mts)",48,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
4176,"Morera","Alto (> 8 mts)",89,"Grande",4,"Cuarta Oeste",0
5187,"Caducifolio","Muy bajo (1 - 2 mts)",2,"Chico",4,"Cuarta Oeste",0
36622,"Pltano","Alto (> 8 mts)",150,"Grande",7,"Residencial Parque",0
12492,"Fresno americano","Muy bajo (1 - 2 mts)",8,"Chico",6,"Residencial Norte",0
10104,"Paraiso","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",0
40925,"Acacia SP","Bajo (2 - 4 mts)",42,"Mediano",3,"Parque O'Higgins",0
38247,"Paraiso","Alto (> 8 mts)",145,"Grande",6,"Residencial Norte",0
29313,"Fresno americano","Alto (> 8 mts)",112,"Grande",2,"Barrio Civico",0
37072,"Pltano","Alto (> 8 mts)",320,"Grande",7,"Residencial Parque",0
38100,"Fresno americano","Bajo (2 - 4 mts)",20,"Chico",6,"Residencial Norte",0
13530,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",0
13773,"Fresno europeo","Bajo (2 - 4 mts)",16,"Chico",6,"Residencial Norte",0
3583,"Pltano","Alto (> 8 mts)",160,"Grande",4,"Cuarta Este 햨rea Fundacional",0
40408,"Pltano","Alto (> 8 mts)",160,"Grande",1,"Parque Central",0
35813,"Fresno europeo","Medio (4 - 8 mts)",64,"Grande",6,"Residencial Norte",0
28915,"Morera","Alto (> 8 mts)",180,"Grande",1,"Parque Central",0
4139,"lamo criollo","Alto (> 8 mts)",80,"Grande",4,"Cuarta Este 햨rea Fundacional",0
864,"Aguaribay","Medio (4 - 8 mts)",130,"Grande",8,"Aeroparque",0
33626,"Morera","Alto (> 8 mts)",160,"Grande",5,"Residencial Sur",0
4006,"Fresno americano","Bajo (2 - 4 mts)",33,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
34251,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",0
22314,"Braquiquito","Medio (4 - 8 mts)",56,"Mediano",5,"Residencial Sur",0
38009,"Morera","Bajo (2 - 4 mts)",42,"Mediano",6,"Residencial Norte",0
23106,"Morera","Medio (4 - 8 mts)",57,"Mediano",2,"Barrio Civico",0
31834,"Pltano","Alto (> 8 mts)",140,"Grande",5,"Residencial Sur",0
2714,"Fresno americano","Alto (> 8 mts)",118,"Grande",3,"Parque O'Higgins",0
42693,"Pltano","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
10261,"Pltano","Alto (> 8 mts)",230,"Grande",6,"Residencial Norte",0
4119,"Tipa","Bajo (2 - 4 mts)",80,"Grande",4,"Cuarta Este 햨rea Fundacional",0
38237,"Fresno europeo","Medio (4 - 8 mts)",140,"Grande",6,"Residencial Norte",0
8725,"Fresno europeo","Muy bajo (1 - 2 mts)",15,"Chico",2,"Barrio Civico",0
39171,"Fresno europeo","Alto (> 8 mts)",85,"Grande",6,"Residencial Norte",0
23452,"Morera","Alto (> 8 mts)",250,"Grande",2,"Barrio Civico",0
33150,"Pltano","Alto (> 8 mts)",180,"Grande",5,"Residencial Sur",0
575,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",4,"Cuarta Este 햨rea Fundacional",0
46487,"Fresno europeo","Medio (4 - 8 mts)",88,"Grande",4,"Cuarta Este 햨rea Fundacional",0
34998,"Fresno europeo","Medio (4 - 8 mts)",55,"Mediano",6,"Residencial Norte",0
3388,"Morera","Alto (> 8 mts)",200,"Grande",4,"Cuarta Oeste",0
20292,"Acacia SP","Bajo (2 - 4 mts)",33,"Mediano",5,"Residencial Sur",0
2277,"Fresno americano","Medio (4 - 8 mts)",90,"Grande",2,"Barrio Civico",0
46658,"Morera","Alto (> 8 mts)",165,"Grande",4,"Cuarta Este 햨rea Fundacional",0
22303,"Fresno europeo","Medio (4 - 8 mts)",77,"Grande",5,"Residencial Sur",0
25635,"Morera","Alto (> 8 mts)",58,"Mediano",2,"Barrio Civico",0
14655,"Aguaribay","Bajo (2 - 4 mts)",20,"Chico",8,"Aeroparque",0
21498,"Fresno americano","Medio (4 - 8 mts)",65,"Grande",5,"Residencial Sur",0
15923,"Paraiso sombrilla","Bajo (2 - 4 mts)",40,"Mediano",7,"Residencial Parque",0
38412,"Paraiso","Alto (> 8 mts)",195,"Grande",6,"Residencial Norte",0
3164,"Morera","Medio (4 - 8 mts)",132,"Grande",4,"Cuarta Este 햨rea Fundacional",0
32969,"Morera","Alto (> 8 mts)",210,"Grande",5,"Residencial Sur",0
6412,"Morera","Alto (> 8 mts)",60,"Mediano",5,"Residencial Sur",0
22718,"Pltano","Alto (> 8 mts)",198,"Grande",2,"Barrio Civico",0
10050,"Fresno europeo","Medio (4 - 8 mts)",75,"Grande",6,"Residencial Norte",0
15601,"Acacia SP","Bajo (2 - 4 mts)",56,"Mediano",7,"Residencial Parque",0
14278,"Jacarand","Medio (4 - 8 mts)",40,"Mediano",8,"Aeroparque",0
18806,"Morera","Alto (> 8 mts)",280,"Grande",4,"Cuarta Oeste",0
10431,"Perenne","Bajo (2 - 4 mts)",40,"Mediano",6,"Residencial Norte",0
3500,"Morera","Alto (> 8 mts)",170,"Grande",4,"Cuarta Este 햨rea Fundacional",0
7146,"Perenne","Alto (> 8 mts)",140,"Grande",5,"Residencial Sur",0
11082,"Fresno americano","Medio (4 - 8 mts)",65,"Grande",6,"Residencial Norte",0
20828,"Fresno europeo","Alto (> 8 mts)",98,"Grande",5,"Residencial Sur",0
30747,"Fresno europeo","Medio (4 - 8 mts)",44,"Mediano",6,"Residencial Norte",0
34304,"Fresno europeo","Medio (4 - 8 mts)",98,"Grande",6,"Residencial Norte",0
18522,"Paraiso","Alto (> 8 mts)",120,"Grande",4,"Cuarta Oeste",0
7610,"Fresno americano","Bajo (2 - 4 mts)",18,"Chico",7,"Residencial Parque",0
27955,"Morera","Alto (> 8 mts)",125,"Grande",3,"Parque O'Higgins",0
18555,"Paraiso","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
27717,"Ailanthus","Muy bajo (1 - 2 mts)",5,"Chico",2,"Barrio Civico",0
17396,"Caducifolio","Muy bajo (1 - 2 mts)",2,"Chico",4,"Cuarta Oeste",0
44316,"Pltano","Alto (> 8 mts)",240,"Grande",1,"Parque Central",0
4373,"Olmo comun","Alto (> 8 mts)",98,"Grande",4,"Cuarta Oeste",0
41227,"Morera","Alto (> 8 mts)",115,"Grande",1,"Parque Central",0
43034,"Fresno europeo","Medio (4 - 8 mts)",60,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
7369,"Caducifolio","Medio (4 - 8 mts)",35,"Mediano",5,"Residencial Sur",0
7000,"Conifera","Alto (> 8 mts)",50,"Mediano",5,"Residencial Sur",0
12937,"Paraiso sombrilla","Medio (4 - 8 mts)",120,"Grande",4,"Cuarta Oeste",0
19847,"Pltano","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
32080,"Morera","Alto (> 8 mts)",190,"Grande",5,"Residencial Sur",0
14787,"Acacia SP","Bajo (2 - 4 mts)",48,"Mediano",8,"Aeroparque",0
27712,"Olmo comun","Alto (> 8 mts)",130,"Grande",2,"Barrio Civico",0
20346,"Morera","Alto (> 8 mts)",87,"Grande",5,"Residencial Sur",0
38300,"Pltano","Alto (> 8 mts)",350,"Grande",6,"Residencial Norte",0
502,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
30847,"Prunas","Medio (4 - 8 mts)",45,"Mediano",6,"Residencial Norte",0
5509,"Morera","Medio (4 - 8 mts)",50,"Mediano",1,"Parque Central",0
6987,"Fresno europeo","Bajo (2 - 4 mts)",18,"Chico",5,"Residencial Sur",0
26191,"Fresno americano","Bajo (2 - 4 mts)",36,"Mediano",3,"Parque O'Higgins",0
40189,"Morera","Alto (> 8 mts)",210,"Grande",1,"Parque Central",0
8833,"Fresno europeo","Bajo (2 - 4 mts)",43,"Mediano",6,"Residencial Norte",0
24002,"Morera","Alto (> 8 mts)",156,"Grande",2,"Barrio Civico",0
19347,"Morera","Alto (> 8 mts)",80,"Grande",4,"Cuarta Oeste",0
43433,"Morera","Bajo (2 - 4 mts)",70,"Grande",3,"Parque O'Higgins",0
9226,"Paraiso","Medio (4 - 8 mts)",100,"Grande",6,"Residencial Norte",0
35880,"Fresno europeo","Alto (> 8 mts)",56,"Mediano",6,"Residencial Norte",0
15311,"Morera","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
13283,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
27150,"Pltano","Alto (> 8 mts)",200,"Grande",3,"Parque O'Higgins",0
39225,"Morera","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",0
17934,"Morera","Medio (4 - 8 mts)",35,"Mediano",4,"Cuarta Oeste",0
17749,"Morera","Alto (> 8 mts)",124,"Grande",4,"Cuarta Oeste",0
29499,"Pltano","Alto (> 8 mts)",178,"Grande",2,"Barrio Civico",0
22778,"Acacia SP","Alto (> 8 mts)",40,"Mediano",5,"Residencial Sur",0
13950,"Fresno americano","Bajo (2 - 4 mts)",40,"Mediano",8,"Aeroparque",0
20970,"Morera","Alto (> 8 mts)",70,"Grande",5,"Residencial Sur",0
46138,"Morera","Alto (> 8 mts)",162,"Grande",4,"Cuarta Este 햨rea Fundacional",0
20561,"Morera","Bajo (2 - 4 mts)",16,"Chico",5,"Residencial Sur",0
13955,"Paraiso sombrilla","Medio (4 - 8 mts)",90,"Grande",8,"Aeroparque",0
13906,"Morera","Muy bajo (1 - 2 mts)",12,"Chico",8,"Aeroparque",0
24837,"Olmo comun","Alto (> 8 mts)",81,"Grande",2,"Barrio Civico",0
39010,"Morera","Alto (> 8 mts)",185,"Grande",6,"Residencial Norte",0
26880,"Pltano","Alto (> 8 mts)",200,"Grande",3,"Parque O'Higgins",0
8103,"Perenne","Alto (> 8 mts)",93,"Grande",2,"Barrio Civico",0
2988,"Fresno europeo","Muy bajo (1 - 2 mts)",10,"Chico",4,"Cuarta Este 햨rea Fundacional",0
38917,"Morera","Alto (> 8 mts)",195,"Grande",6,"Residencial Norte",0
30499,"Pltano","Alto (> 8 mts)",172,"Grande",3,"Parque O'Higgins",0
6702,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",5,"Residencial Sur",0
10992,"Fresno europeo","Medio (4 - 8 mts)",27,"Mediano",6,"Residencial Norte",0
22702,"Pltano","Alto (> 8 mts)",168,"Grande",5,"Residencial Sur",0
45068,"Paraiso","Alto (> 8 mts)",125,"Grande",4,"Cuarta Este 햨rea Fundacional",0
19562,"Morera","Alto (> 8 mts)",200,"Grande",4,"Cuarta Oeste",0
29717,"Pltano","Alto (> 8 mts)",212,"Grande",2,"Barrio Civico",0
34968,"Morera","Alto (> 8 mts)",90,"Grande",7,"Residencial Parque",0
19262,"Morera","Alto (> 8 mts)",70,"Grande",4,"Cuarta Oeste",0
9840,"Perenne","Medio (4 - 8 mts)",51,"Mediano",4,"Cuarta Oeste",0
47512,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
45382,"Fresno europeo","Alto (> 8 mts)",120,"Grande",4,"Cuarta Este 햨rea Fundacional",0
5355,"Fresno europeo","Bajo (2 - 4 mts)",32,"Mediano",1,"Parque Central",0
27465,"Fresno europeo","Alto (> 8 mts)",190,"Grande",3,"Parque O'Higgins",0
45154,"Fresno europeo","Medio (4 - 8 mts)",80,"Grande",4,"Cuarta Este 햨rea Fundacional",0
46632,"Fresno europeo","Medio (4 - 8 mts)",70,"Grande",4,"Cuarta Este 햨rea Fundacional",0
34468,"Acer","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
11675,"Jacarand","Bajo (2 - 4 mts)",30,"Mediano",6,"Residencial Norte",0
44679,"Fresno europeo","Alto (> 8 mts)",120,"Grande",4,"Cuarta Este 햨rea Fundacional",0
23703,"Fresno americano","Medio (4 - 8 mts)",78,"Grande",2,"Barrio Civico",0
588,"Morera","Alto (> 8 mts)",170,"Grande",4,"Cuarta Este 햨rea Fundacional",0
1338,"Fresno europeo","Medio (4 - 8 mts)",60,"Mediano",8,"Aeroparque",0
48264,"Fresno europeo","Bajo (2 - 4 mts)",10,"Chico",4,"Cuarta Este 햨rea Fundacional",0
23183,"Morera","Alto (> 8 mts)",140,"Grande",2,"Barrio Civico",0
39611,"Morera","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",0
7080,"Morera","Medio (4 - 8 mts)",65,"Grande",5,"Residencial Sur",0
3652,"Morera","Alto (> 8 mts)",205,"Grande",4,"Cuarta Este 햨rea Fundacional",0
8379,"Paraiso","Bajo (2 - 4 mts)",38,"Mediano",2,"Barrio Civico",0
39342,"Morera","Muy bajo (1 - 2 mts)",10,"Chico",6,"Residencial Norte",0
46161,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
8760,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",2,"Barrio Civico",0
10780,"Caducifolio","Muy bajo (1 - 2 mts)",6,"Chico",6,"Residencial Norte",0
7188,"Fresno europeo","Medio (4 - 8 mts)",65,"Grande",5,"Residencial Sur",0
28880,"Pltano","Alto (> 8 mts)",200,"Grande",1,"Parque Central",0
29560,"Pltano","Alto (> 8 mts)",186,"Grande",2,"Barrio Civico",0
46988,"lamo blanco","Alto (> 8 mts)",120,"Grande",4,"Cuarta Este 햨rea Fundacional",0
39928,"Morera","Medio (4 - 8 mts)",140,"Grande",1,"Parque Central",0
22764,"Morera","Medio (4 - 8 mts)",68,"Grande",5,"Residencial Sur",0
22282,"Morera","Alto (> 8 mts)",113,"Grande",5,"Residencial Sur",0
32706,"Fresno americano","Bajo (2 - 4 mts)",16,"Chico",5,"Residencial Sur",0
27393,"Pltano","Alto (> 8 mts)",160,"Grande",3,"Parque O'Higgins",0
47088,"Fresno americano","Medio (4 - 8 mts)",45,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
25458,"Morera","Alto (> 8 mts)",210,"Grande",2,"Barrio Civico",0
38881,"Fresno europeo","Bajo (2 - 4 mts)",38,"Mediano",6,"Residencial Norte",0
43348,"Fresno americano","Medio (4 - 8 mts)",100,"Grande",3,"Parque O'Higgins",0
43988,"Fresno americano","Alto (> 8 mts)",170,"Grande",3,"Parque O'Higgins",0
23933,"Morera","Alto (> 8 mts)",90,"Grande",2,"Barrio Civico",0
4876,"Paraiso","Medio (4 - 8 mts)",100,"Grande",6,"Residencial Norte",0
24543,"Morera","Alto (> 8 mts)",103,"Grande",2,"Barrio Civico",0
1362,"Morera","Bajo (2 - 4 mts)",36,"Mediano",8,"Aeroparque",0
36516,"Morera","Alto (> 8 mts)",77,"Grande",6,"Residencial Norte",0
35997,"Morera","Alto (> 8 mts)",185,"Grande",6,"Residencial Norte",0
18575,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
5599,"Fresno americano","Medio (4 - 8 mts)",48,"Mediano",1,"Parque Central",0
7015,"Pltano","Alto (> 8 mts)",240,"Grande",5,"Residencial Sur",0
15296,"Morera","Bajo (2 - 4 mts)",22,"Mediano",6,"Residencial Norte",0
28570,"Pltano","Alto (> 8 mts)",190,"Grande",5,"Residencial Sur",0
18214,"Caducifolio","Medio (4 - 8 mts)",50,"Mediano",4,"Cuarta Oeste",0
12066,"Paraiso sombrilla","Bajo (2 - 4 mts)",102,"Grande",6,"Residencial Norte",0
14815,"Fresno americano","Muy bajo (1 - 2 mts)",10,"Chico",8,"Aeroparque",0
3136,"Caducifolio","Bajo (2 - 4 mts)",35,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
16728,"Paraiso","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
3038,"Morera","Alto (> 8 mts)",307,"Grande",4,"Cuarta Este 햨rea Fundacional",0
16818,"Morera","Medio (4 - 8 mts)",56,"Mediano",4,"Cuarta Oeste",0
11235,"Morera","Alto (> 8 mts)",120,"Grande",2,"Barrio Civico",0
4366,"Ailanthus","Muy bajo (1 - 2 mts)",5,"Chico",4,"Cuarta Oeste",0
28017,"Fresno europeo","Medio (4 - 8 mts)",75,"Grande",3,"Parque O'Higgins",0
20633,"Fresno europeo","Medio (4 - 8 mts)",73,"Grande",5,"Residencial Sur",0
31595,"Fresno europeo","Alto (> 8 mts)",198,"Grande",5,"Residencial Sur",0
24421,"Paraiso","Medio (4 - 8 mts)",108,"Grande",2,"Barrio Civico",0
14451,"Paraiso sombrilla","Bajo (2 - 4 mts)",60,"Mediano",8,"Aeroparque",0
24467,"Olmo comun","Alto (> 8 mts)",142,"Grande",2,"Barrio Civico",0
10866,"Paraiso","Alto (> 8 mts)",53,"Mediano",6,"Residencial Norte",0
25547,"Morera","Alto (> 8 mts)",98,"Grande",2,"Barrio Civico",0
5295,"Acer","Medio (4 - 8 mts)",60,"Mediano",1,"Parque Central",0
1229,"Jacarand","Medio (4 - 8 mts)",90,"Grande",8,"Aeroparque",0
30700,"Fresno europeo","Muy bajo (1 - 2 mts)",10,"Chico",6,"Residencial Norte",0
33351,"Pltano","Alto (> 8 mts)",170,"Grande",5,"Residencial Sur",0
22852,"Fresno europeo","Medio (4 - 8 mts)",42,"Mediano",5,"Residencial Sur",0
1991,"Morera","Alto (> 8 mts)",78,"Grande",3,"Parque O'Higgins",0
20342,"Olmo comun","Alto (> 8 mts)",94,"Grande",5,"Residencial Sur",0
45859,"Fresno americano","Bajo (2 - 4 mts)",25,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
38960,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",0
7102,"Prunas","Medio (4 - 8 mts)",80,"Grande",5,"Residencial Sur",0
15979,"Morera","Medio (4 - 8 mts)",58,"Mediano",4,"Cuarta Oeste",0
30590,"Prunas","Bajo (2 - 4 mts)",40,"Mediano",6,"Residencial Norte",0
17444,"Morera","Alto (> 8 mts)",112,"Grande",4,"Cuarta Oeste",0
1631,"Paraiso","Medio (4 - 8 mts)",90,"Grande",7,"Residencial Parque",0
16693,"Paraiso","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
43690,"Acacia SP","Medio (4 - 8 mts)",80,"Grande",3,"Parque O'Higgins",0
7083,"Fresno europeo","Medio (4 - 8 mts)",65,"Grande",5,"Residencial Sur",0
22964,"Morera","Medio (4 - 8 mts)",108,"Grande",5,"Residencial Sur",0
10597,"Morera","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",0
39436,"Fresno europeo","Bajo (2 - 4 mts)",40,"Mediano",6,"Residencial Norte",0
41311,"Acer","Alto (> 8 mts)",170,"Grande",1,"Parque Central",0
38857,"Jacarand","Muy bajo (1 - 2 mts)",35,"Mediano",6,"Residencial Norte",0
12472,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
32269,"Pltano","Alto (> 8 mts)",180,"Grande",5,"Residencial Sur",0
25389,"Olmo comun","Alto (> 8 mts)",200,"Grande",2,"Barrio Civico",0
37334,"Morera","Alto (> 8 mts)",77,"Grande",6,"Residencial Norte",0
13672,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
5510,"Morera","Medio (4 - 8 mts)",52,"Mediano",1,"Parque Central",0
38811,"Morera","Medio (4 - 8 mts)",40,"Mediano",6,"Residencial Norte",0
34503,"Fresno europeo","Muy bajo (1 - 2 mts)",6,"Chico",6,"Residencial Norte",0
17522,"Morera","Alto (> 8 mts)",155,"Grande",4,"Cuarta Oeste",0
30176,"Morera","Alto (> 8 mts)",160,"Grande",2,"Barrio Civico",0
17024,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Oeste",0
3620,"Caducifolio","Medio (4 - 8 mts)",66,"Grande",4,"Cuarta Este 햨rea Fundacional",0
38202,"Fresno americano","Alto (> 8 mts)",102,"Grande",6,"Residencial Norte",0
8285,"Fresno americano","Alto (> 8 mts)",48,"Mediano",5,"Residencial Sur",0
5000,"Paraiso","Medio (4 - 8 mts)",80,"Grande",4,"Cuarta Oeste",0
23095,"Morera","Alto (> 8 mts)",184,"Grande",2,"Barrio Civico",0
38748,"Perenne","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",0
33166,"Morera","Alto (> 8 mts)",114,"Grande",5,"Residencial Sur",0
19951,"Morera","Alto (> 8 mts)",185,"Grande",4,"Cuarta Oeste",0
34821,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",0
28518,"Morera","Alto (> 8 mts)",185,"Grande",5,"Residencial Sur",0
33631,"Morera","Alto (> 8 mts)",153,"Grande",5,"Residencial Sur",0
40231,"Fresno europeo","Muy bajo (1 - 2 mts)",20,"Chico",1,"Parque Central",0
21236,"Fresno europeo","Bajo (2 - 4 mts)",20,"Chico",5,"Residencial Sur",0
25481,"Pltano","Alto (> 8 mts)",220,"Grande",2,"Barrio Civico",0
16893,"Paraiso","Alto (> 8 mts)",155,"Grande",4,"Cuarta Oeste",0
36736,"Morera","Bajo (2 - 4 mts)",64,"Grande",7,"Residencial Parque",0
31085,"Caducifolio","Medio (4 - 8 mts)",180,"Grande",6,"Residencial Norte",0
42278,"Morera","Medio (4 - 8 mts)",50,"Mediano",1,"Parque Central",0
44913,"Paraiso","Alto (> 8 mts)",175,"Grande",4,"Cuarta Este 햨rea Fundacional",0
9452,"Morera","Bajo (2 - 4 mts)",20,"Chico",6,"Residencial Norte",0
19737,"Pltano","Alto (> 8 mts)",105,"Grande",4,"Cuarta Oeste",0
13237,"Fresno europeo","Medio (4 - 8 mts)",64,"Grande",6,"Residencial Norte",0
20410,"Fresno europeo","Medio (4 - 8 mts)",66,"Grande",5,"Residencial Sur",0
